Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
7600,V5,32,A46,A47
7601,V5,74,A25,A28
7602,V7,83,A2,A8
7603,V2,73,A43,A49
7604,V2,78,A30,A34
7605,V9,20,A30,A47
7606,V10,98,A33,A42
7607,V8,62,A24,A34
7608,V7,71,A13,A48
7609,V8,92,A1,A42
7610,V7,39,A29,A50
7611,V3,37,A25,A29
7612,V6,35,A15,A27
7613,V6,95,A32,A38
7614,V3,99,A39,A44
7615,V1,35,A34,A40
7616,V8,87,A1,A18
7617,V4,27,A49,A50
7618,V4,47,A26,A32
7619,V3,49,A8,A47
7620,V4,86,A38,A43
7621,V3,79,A16,A42
7622,V5,45,A15,A25
7623,V6,77,A35,A45
7624,V4,28,A28,A42
7625,V4,31,A10,A43
7626,V6,37,A28,A39
7627,V9,29,A34,A40
7628,V1,76,A12,A22
7629,V10,89,A4,A6
7630,V1,67,A1,A25
7631,V4,82,A10,A24
7632,V4,20,A38,A44
7633,V8,33,A6,A45
7634,V5,47,A21,A22
7635,V5,73,A36,A39
7636,V10,23,A37,A40
7637,V7,97,A25,A47
7638,V3,45,A4,A40
7639,V3,73,A44,A47
7640,V10,40,A40,A43
7641,V1,98,A8,A46
7642,V5,41,A12,A18
7643,V10,33,A13,A34
7644,V3,68,A33,A44
7645,V1,64,A31,A40
7646,V3,66,A9,A13
7647,V1,55,A2,A48
7648,V3,31,A43,A44
7649,V7,94,A24,A25
7650,V5,95,A38,A41
7651,V1,31,A6,A20
7652,V8,87,A43,A48
7653,V8,48,A22,A30
7654,V6,75,A49,A50
7655,V7,46,A11,A33
7656,V6,56,A13,A33
7657,V2,74,A1,A37
7658,V6,51,A31,A42
7659,V3,98,A34,A35
7660,V2,79,A1,A30
7661,V2,37,A13,A22
7662,V10,80,A8,A12
7663,V7,86,A2,A20
7664,V1,87,A33,A45
7665,V9,76,A39,A42
7666,V2,40,A23,A24
7667,V6,70,A14,A24
7668,V2,20,A32,A35
7669,V5,40,A30,A35
7670,V6,55,A49,A50
7671,V5,53,A40,A46
7672,V5,35,A40,A44
7673,V7,97,A46,A50
7674,V8,62,A17,A40
7675,V1,61,A13,A17
7676,V3,97,A17,A22
7677,V2,66,A35,A46
7678,V2,32,A15,A32
7679,V8,85,A48,A50
7680,V1,65,A34,A48
7681,V10,25,A46,A49
7682,V9,71,A48,A50
7683,V9,46,A44,A49
7684,V1,48,A15,A32
7685,V4,30,A23,A40
7686,V8,36,A36,A49
7687,V1,80,A46,A50
7688,V1,69,A24,A30
7689,V2,48,A6,A24
7690,V2,98,A12,A22
7691,V9,76,A9,A50
7692,V10,55,A3,A36
7693,V3,73,A40,A42
7694,V10,84,A42,A47
7695,V9,52,A7,A28
7696,V7,77,A43,A45
7697,V10,53,A34,A50
7698,V6,54,A43,A45
7699,V7,20,A37,A49
7700,V5,26,A6,A50
7701,V8,76,A43,A48
7702,V8,70,A24,A26
7703,V8,98,A49,A50
7704,V4,96,A35,A40
7705,V10,91,A22,A30
7706,V3,92,A31,A36
7707,V10,80,A30,A49
7708,V2,79,A5,A43
7709,V10,43,A22,A34
7710,V10,93,A30,A40
7711,V6,89,A45,A47
7712,V1,71,A40,A46
7713,V5,68,A13,A35
7714,V3,35,A44,A50
7715,V6,38,A31,A41
7716,V7,90,A31,A48
7717,V2,89,A34,A50
7718,V5,41,A27,A50
7719,V4,24,A26,A32
7720,V3,24,A39,A40
7721,V5,85,A44,A46
7722,V5,97,A44,A50
7723,V3,86,A6,A19
7724,V9,22,A6,A30
7725,V8,80,A7,A49
7726,V10,60,A19,A35
7727,V5,81,A12,A14
7728,V10,81,A41,A48
7729,V4,92,A16,A33
7730,V8,94,A7,A16
7731,V7,83,A25,A39
7732,V10,36,A18,A29
7733,V9,30,A24,A29
7734,V6,36,A45,A48
7735,V7,32,A8,A12
7736,V3,49,A33,A44
7737,V8,32,A33,A47
7738,V6,27,A48,A50
7739,V10,43,A3,A5
7740,V2,78,A46,A47
7741,V8,90,A10,A25
7742,V4,43,A5,A47
7743,V1,31,A7,A10
7744,V9,79,A37,A45
7745,V9,92,A23,A24
7746,V1,51,A47,A50
7747,V2,78,A33,A50
7748,V7,67,A8,A11
7749,V6,47,A25,A26
7750,V2,34,A26,A39
7751,V10,80,A19,A41
7752,V5,52,A43,A46
7753,V9,35,A47,A48
7754,V2,44,A24,A36
7755,V4,31,A10,A45
7756,V3,50,A29,A41
7757,V3,81,A38,A50
7758,V3,97,A9,A27
7759,V3,74,A18,A42
7760,V3,51,A34,A36
7761,V4,87,A23,A40
7762,V1,93,A34,A40
7763,V8,50,A45,A50
7764,V6,76,A23,A25
7765,V7,27,A33,A39
7766,V7,99,A19,A31
7767,V10,71,A6,A22
7768,V2,84,A43,A48
7769,V8,47,A5,A17
7770,V10,56,A25,A39
7771,V4,72,A8,A34
7772,V9,53,A14,A20
7773,V1,93,A23,A41
7774,V2,98,A5,A12
7775,V4,38,A18,A46
7776,V3,66,A40,A42
7777,V6,42,A9,A20
7778,V5,34,A23,A46
7779,V6,96,A18,A19
7780,V1,20,A36,A39
7781,V7,28,A37,A46
7782,V3,97,A32,A35
7783,V10,79,A25,A50
7784,V9,99,A34,A46
7785,V7,26,A13,A30
7786,V7,78,A15,A35
7787,V7,81,A49,A50
7788,V3,85,A32,A49
7789,V6,62,A45,A50
7790,V3,74,A26,A36
7791,V5,71,A26,A45
7792,V7,27,A33,A35
7793,V2,75,A30,A48
7794,V9,57,A8,A30
7795,V4,77,A26,A46
7796,V8,93,A45,A49
7797,V9,23,A17,A23
7798,V4,72,A16,A18
7799,V5,65,A37,A49
7800,V4,38,A40,A46
7801,V1,57,A46,A49
7802,V10,32,A25,A28
7803,V6,60,A49,A50
7804,V4,55,A12,A32
7805,V2,67,A25,A26
7806,V10,24,A8,A41
7807,V3,44,A11,A26
7808,V5,59,A3,A4
7809,V5,43,A1,A40
7810,V10,51,A17,A31
7811,V7,84,A13,A19
7812,V8,65,A12,A24
7813,V3,96,A29,A44
7814,V5,94,A46,A47
7815,V9,73,A38,A43
7816,V1,96,A33,A42
7817,V6,83,A15,A41
7818,V9,94,A9,A32
7819,V4,66,A38,A41
7820,V1,25,A21,A50
7821,V2,35,A3,A50
7822,V4,87,A20,A45
7823,V6,93,A30,A39
7824,V5,61,A32,A48
7825,V10,93,A46,A50
7826,V5,29,A5,A28
7827,V7,55,A18,A26
7828,V1,72,A8,A46
7829,V9,54,A3,A15
7830,V4,58,A16,A30
7831,V5,72,A8,A28
7832,V3,79,A7,A47
7833,V8,45,A17,A34
7834,V1,81,A11,A38
7835,V4,91,A17,A43
7836,V4,68,A25,A43
7837,V3,66,A49,A50
7838,V1,62,A34,A42
7839,V10,82,A39,A47
7840,V9,40,A12,A41
7841,V9,82,A34,A38
7842,V6,93,A27,A42
7843,V1,88,A21,A49
7844,V8,69,A25,A30
7845,V4,92,A1,A17
7846,V2,87,A42,A50
7847,V1,88,A3,A28
7848,V6,89,A5,A48
7849,V6,45,A4,A50
7850,V8,55,A33,A42
7851,V3,93,A1,A29
7852,V5,63,A43,A45
7853,V7,28,A42,A46
7854,V6,92,A23,A32
7855,V8,23,A11,A26
7856,V10,26,A18,A45
7857,V7,76,A44,A46
7858,V1,89,A48,A49
7859,V5,27,A48,A50
7860,V4,70,A14,A43
7861,V8,46,A34,A41
7862,V9,52,A27,A35
7863,V3,80,A24,A42
7864,V1,97,A2,A50
7865,V4,26,A25,A37
7866,V3,34,A3,A50
7867,V5,86,A29,A33
7868,V5,20,A32,A49
7869,V6,48,A10,A31
7870,V8,48,A48,A49
7871,V3,86,A22,A27
7872,V10,50,A44,A48
7873,V4,40,A11,A15
7874,V2,66,A48,A49
7875,V3,80,A20,A30
7876,V4,79,A46,A49
7877,V5,58,A47,A50
7878,V7,32,A23,A36
7879,V10,40,A24,A45
7880,V9,57,A4,A16
7881,V6,73,A37,A50
7882,V10,45,A40,A44
7883,V2,35,A1,A50
7884,V6,34,A39,A47
7885,V9,97,A18,A43
7886,V2,86,A17,A43
7887,V10,71,A1,A50
7888,V7,72,A22,A26
7889,V2,43,A45,A46
7890,V2,64,A32,A37
7891,V1,76,A48,A50
7892,V10,65,A45,A49
7893,V4,45,A12,A39
7894,V8,65,A24,A44
7895,V3,22,A3,A13
7896,V4,79,A28,A42
7897,V5,38,A17,A21
7898,V6,64,A41,A49
7899,V3,62,A18,A45
7900,V10,67,A47,A49
7901,V7,69,A40,A47
7902,V3,50,A47,A50
7903,V5,30,A25,A28
7904,V9,87,A2,A10
7905,V4,65,A19,A28
7906,V4,64,A48,A49
7907,V9,83,A21,A40
7908,V8,96,A19,A35
7909,V2,56,A35,A38
7910,V2,61,A30,A35
7911,V6,33,A30,A47
7912,V6,33,A20,A25
7913,V5,95,A4,A27
7914,V8,88,A1,A12
7915,V3,58,A20,A28
7916,V9,28,A1,A9
7917,V6,56,A30,A41
7918,V7,82,A35,A50
7919,V8,27,A12,A19
7920,V5,20,A17,A42
7921,V6,28,A18,A29
7922,V4,77,A1,A42
7923,V2,69,A46,A48
7924,V2,55,A31,A46
7925,V4,67,A22,A24
7926,V3,41,A13,A19
7927,V5,68,A38,A49
7928,V10,61,A24,A49
7929,V3,29,A38,A39
7930,V8,32,A19,A30
7931,V1,42,A25,A50
7932,V6,40,A45,A48
7933,V1,59,A27,A35
7934,V2,55,A8,A24
7935,V9,49,A2,A6
7936,V2,88,A34,A46
7937,V2,49,A36,A38
7938,V4,70,A40,A43
7939,V5,27,A12,A32
7940,V1,69,A42,A44
7941,V9,22,A35,A46
7942,V7,80,A35,A42
7943,V7,71,A33,A36
7944,V1,45,A44,A46
7945,V10,51,A42,A48
7946,V4,34,A2,A28
7947,V9,87,A4,A42
7948,V5,26,A10,A14
7949,V9,63,A41,A43
7950,V5,91,A9,A18
7951,V4,57,A44,A48
7952,V10,30,A42,A50
7953,V3,69,A27,A46
7954,V5,48,A15,A46
7955,V7,46,A1,A18
7956,V6,96,A34,A45
7957,V5,69,A2,A10
7958,V9,50,A19,A25
7959,V8,83,A45,A47
7960,V10,87,A5,A28
7961,V7,26,A42,A48
7962,V1,47,A22,A32
7963,V10,34,A18,A40
7964,V5,88,A25,A48
7965,V7,41,A2,A14
7966,V7,72,A3,A45
7967,V3,53,A29,A35
7968,V5,81,A21,A22
7969,V1,52,A40,A43
7970,V3,38,A26,A47
7971,V8,32,A43,A46
7972,V1,43,A1,A3
7973,V9,27,A2,A28
7974,V8,39,A45,A49
7975,V5,51,A37,A44
7976,V7,96,A45,A50
7977,V6,38,A41,A46
7978,V7,73,A39,A50
7979,V8,55,A18,A30
7980,V7,61,A5,A13
7981,V4,67,A19,A30
7982,V6,73,A17,A34
7983,V3,37,A37,A48
7984,V6,57,A26,A35
7985,V4,46,A28,A46
7986,V4,93,A15,A48
7987,V7,22,A48,A50
7988,V4,48,A11,A17
7989,V2,60,A34,A39
7990,V3,45,A25,A35
7991,V1,45,A47,A49
7992,V7,99,A45,A50
7993,V10,27,A44,A49
7994,V1,74,A43,A45
7995,V9,86,A49,A50
7996,V4,58,A36,A45
7997,V9,95,A11,A36
7998,V6,93,A25,A30
7999,V3,27,A44,A50
8000,V5,87,A3,A46
8001,V10,87,A30,A31
8002,V4,25,A21,A26
8003,V9,23,A28,A46
8004,V4,78,A4,A28
8005,V2,22,A15,A29
8006,V6,69,A40,A50
8007,V3,86,A42,A43
8008,V6,83,A1,A50
8009,V5,71,A28,A32
8010,V2,66,A17,A24
8011,V8,64,A11,A27
8012,V2,30,A26,A31
8013,V2,27,A34,A45
8014,V6,54,A37,A44
8015,V4,65,A34,A37
8016,V8,45,A40,A47
8017,V5,51,A31,A48
8018,V3,36,A20,A43
8019,V3,44,A11,A24
8020,V5,81,A17,A45
8021,V3,34,A8,A29
8022,V8,27,A15,A24
8023,V4,36,A44,A45
8024,V9,43,A38,A42
8025,V5,72,A21,A49
8026,V8,83,A28,A40
8027,V2,76,A31,A44
8028,V9,90,A8,A10
8029,V6,66,A28,A48
8030,V6,56,A19,A34
8031,V9,87,A49,A50
8032,V2,81,A48,A49
8033,V9,74,A43,A47
8034,V2,51,A46,A48
8035,V7,35,A41,A49
8036,V3,38,A34,A37
8037,V2,53,A43,A48
8038,V10,84,A33,A44
8039,V10,37,A36,A47
8040,V10,76,A24,A34
8041,V4,43,A4,A5
8042,V10,99,A22,A42
8043,V8,28,A37,A38
8044,V1,56,A20,A47
8045,V6,77,A19,A27
8046,V1,26,A8,A33
8047,V10,78,A11,A41
8048,V1,72,A11,A14
8049,V5,70,A2,A31
8050,V4,53,A27,A50
8051,V3,30,A8,A38
8052,V4,69,A45,A48
8053,V4,25,A46,A48
8054,V3,67,A16,A20
8055,V10,20,A47,A48
8056,V10,34,A44,A50
8057,V10,61,A4,A9
8058,V1,62,A14,A19
8059,V7,49,A21,A33
8060,V4,78,A21,A46
8061,V2,28,A46,A49
8062,V7,29,A30,A36
8063,V3,29,A11,A31
8064,V5,28,A9,A45
8065,V10,38,A28,A37
8066,V5,26,A17,A35
8067,V5,76,A33,A39
8068,V2,85,A11,A36
8069,V6,21,A33,A47
8070,V4,49,A9,A23
8071,V3,36,A13,A50
8072,V1,88,A41,A46
8073,V9,43,A19,A47
8074,V7,92,A20,A35
8075,V7,90,A4,A31
8076,V6,83,A43,A50
8077,V6,88,A3,A27
8078,V1,50,A11,A39
8079,V4,91,A31,A33
8080,V9,79,A23,A45
8081,V5,54,A10,A46
8082,V4,54,A44,A49
8083,V7,34,A46,A49
8084,V7,52,A9,A34
8085,V9,60,A22,A42
8086,V3,74,A16,A27
8087,V4,56,A6,A40
8088,V1,78,A3,A24
8089,V6,81,A21,A44
8090,V1,43,A3,A35
8091,V4,60,A32,A37
8092,V1,93,A31,A49
8093,V1,70,A15,A18
8094,V2,64,A28,A49
8095,V3,74,A37,A38
8096,V2,42,A10,A37
8097,V6,56,A24,A28
8098,V1,63,A48,A49
8099,V7,51,A26,A41
8100,V10,92,A34,A44
8101,V4,51,A21,A47
8102,V9,28,A19,A31
8103,V7,30,A41,A44
8104,V1,80,A4,A29
8105,V4,68,A12,A43
8106,V5,77,A14,A42
8107,V5,96,A2,A16
8108,V2,32,A3,A28
8109,V8,26,A26,A39
8110,V4,29,A9,A14
8111,V2,61,A10,A28
8112,V3,26,A29,A34
8113,V5,43,A34,A47
8114,V7,46,A1,A29
8115,V1,21,A46,A47
8116,V6,86,A2,A10
8117,V1,55,A39,A47
8118,V6,29,A10,A20
8119,V3,35,A43,A48
8120,V3,78,A15,A29
8121,V3,92,A43,A48
8122,V9,74,A27,A47
8123,V9,85,A46,A50
8124,V10,31,A32,A33
8125,V3,21,A5,A25
8126,V6,93,A3,A35
8127,V5,58,A2,A49
8128,V4,96,A39,A45
8129,V7,83,A27,A41
8130,V3,56,A7,A9
8131,V2,71,A30,A37
8132,V5,68,A31,A41
8133,V5,97,A21,A41
8134,V5,34,A44,A47
8135,V8,84,A37,A50
8136,V1,74,A10,A29
8137,V7,64,A7,A24
8138,V5,99,A24,A25
8139,V4,86,A14,A25
8140,V1,85,A30,A33
8141,V10,63,A35,A37
8142,V6,26,A25,A40
8143,V9,82,A3,A34
8144,V9,41,A18,A19
8145,V2,88,A6,A18
8146,V3,32,A2,A30
8147,V8,89,A18,A32
8148,V4,36,A43,A46
8149,V5,71,A18,A38
8150,V6,85,A33,A38
8151,V4,68,A29,A42
8152,V4,21,A37,A39
8153,V2,98,A4,A9
8154,V9,49,A29,A38
8155,V1,43,A29,A42
8156,V5,28,A43,A46
8157,V7,52,A32,A38
8158,V3,62,A47,A49
8159,V5,49,A24,A31
8160,V3,54,A17,A32
8161,V7,62,A41,A47
8162,V3,44,A34,A39
8163,V2,32,A42,A50
8164,V7,55,A10,A18
8165,V3,52,A20,A37
8166,V9,81,A39,A46
8167,V7,88,A32,A40
8168,V9,22,A41,A46
8169,V1,86,A14,A42
8170,V7,77,A5,A43
8171,V8,68,A1,A46
8172,V7,95,A46,A49
8173,V3,98,A13,A19
8174,V7,50,A26,A47
8175,V1,23,A36,A37
8176,V10,35,A16,A29
8177,V9,96,A23,A35
8178,V2,99,A6,A22
8179,V7,70,A26,A50
8180,V9,48,A48,A49
8181,V3,67,A14,A37
8182,V3,43,A24,A49
8183,V1,25,A46,A48
8184,V4,80,A28,A50
8185,V3,50,A45,A49
8186,V2,66,A46,A48
8187,V9,99,A9,A50
8188,V4,96,A36,A39
8189,V6,20,A23,A25
8190,V4,25,A13,A25
8191,V6,44,A27,A35
8192,V4,39,A42,A47
8193,V9,79,A23,A25
8194,V8,90,A41,A50
8195,V3,52,A41,A44
8196,V6,29,A39,A42
8197,V5,78,A32,A39
8198,V8,76,A24,A38
8199,V4,43,A14,A36
8200,V2,70,A1,A7
8201,V5,56,A46,A47
8202,V6,93,A37,A41
8203,V4,33,A13,A24
8204,V7,53,A29,A43
8205,V2,31,A48,A49
8206,V3,27,A30,A48
8207,V8,53,A12,A30
8208,V3,20,A38,A50
8209,V1,28,A12,A34
8210,V9,32,A27,A37
8211,V9,60,A41,A49
8212,V4,84,A25,A49
8213,V7,82,A43,A44
8214,V2,57,A17,A50
8215,V10,71,A43,A44
8216,V5,28,A35,A43
8217,V4,33,A12,A23
8218,V4,46,A30,A45
8219,V3,92,A23,A32
8220,V6,54,A35,A47
8221,V4,99,A46,A47
8222,V4,51,A33,A42
8223,V4,42,A3,A5
8224,V9,54,A23,A30
8225,V10,46,A28,A43
8226,V5,75,A34,A36
8227,V9,80,A23,A36
8228,V1,43,A31,A35
8229,V9,24,A21,A47
8230,V10,92,A3,A47
8231,V1,61,A25,A36
8232,V8,20,A11,A37
8233,V5,92,A31,A37
8234,V7,70,A15,A22
8235,V2,70,A9,A11
8236,V6,42,A31,A46
8237,V4,22,A7,A21
8238,V9,76,A1,A36
8239,V7,53,A16,A37
8240,V6,74,A19,A27
8241,V5,77,A45,A49
8242,V7,40,A32,A49
8243,V1,63,A46,A50
8244,V6,82,A39,A41
8245,V2,30,A12,A28
8246,V3,56,A44,A45
8247,V9,26,A37,A50
8248,V3,96,A17,A40
8249,V7,53,A3,A41
8250,V6,30,A44,A45
8251,V8,23,A45,A47
8252,V6,63,A38,A45
8253,V7,53,A6,A11
8254,V5,45,A24,A32
8255,V1,94,A26,A29
8256,V5,46,A4,A14
8257,V4,46,A44,A46
8258,V10,34,A21,A27
8259,V1,55,A5,A9
8260,V10,76,A47,A49
8261,V10,57,A13,A16
8262,V6,91,A9,A24
8263,V8,84,A17,A41
8264,V4,81,A39,A45
8265,V8,35,A24,A27
8266,V2,67,A20,A42
8267,V6,77,A25,A30
8268,V9,58,A29,A32
8269,V8,99,A47,A49
8270,V7,93,A36,A39
8271,V4,42,A34,A36
8272,V7,29,A36,A50
8273,V4,25,A41,A42
8274,V2,89,A47,A49
8275,V10,25,A35,A37
8276,V5,26,A22,A34
8277,V7,90,A41,A49
8278,V2,88,A16,A39
8279,V5,49,A40,A45
8280,V8,63,A23,A44
8281,V6,38,A38,A49
8282,V7,25,A20,A23
8283,V9,63,A15,A22
8284,V2,47,A27,A47
8285,V7,25,A22,A44
8286,V10,49,A10,A38
8287,V9,31,A35,A48
8288,V2,34,A46,A48
8289,V5,64,A39,A45
8290,V9,83,A28,A38
8291,V3,50,A37,A49
8292,V5,68,A16,A28
8293,V9,26,A36,A40
8294,V1,59,A7,A27
8295,V8,91,A47,A50
8296,V10,47,A4,A47
8297,V10,66,A25,A30
8298,V10,87,A4,A49
8299,V5,64,A35,A42
8300,V8,60,A1,A43
8301,V3,95,A14,A31
8302,V6,48,A20,A48
8303,V7,32,A15,A43
8304,V8,69,A8,A28
8305,V10,43,A42,A43
8306,V3,50,A4,A13
8307,V6,76,A14,A31
8308,V4,88,A37,A45
8309,V8,93,A43,A47
8310,V5,60,A16,A21
8311,V1,23,A34,A50
8312,V3,80,A18,A47
8313,V4,23,A2,A49
8314,V10,48,A21,A39
8315,V2,56,A39,A43
8316,V10,65,A44,A47
8317,V6,48,A28,A29
8318,V3,60,A18,A45
8319,V6,34,A14,A34
8320,V7,33,A14,A28
8321,V7,79,A9,A42
8322,V7,46,A46,A49
8323,V1,22,A45,A50
8324,V7,61,A22,A30
8325,V7,38,A11,A29
8326,V8,55,A35,A42
8327,V8,63,A42,A49
8328,V5,62,A47,A49
8329,V6,61,A36,A44
8330,V6,88,A32,A47
8331,V9,97,A42,A46
8332,V7,60,A36,A49
8333,V9,38,A4,A28
8334,V7,46,A21,A27
8335,V5,40,A9,A27
8336,V4,82,A2,A21
8337,V6,67,A37,A42
8338,V7,58,A29,A41
8339,V7,77,A18,A35
8340,V6,71,A2,A4
8341,V1,64,A9,A44
8342,V4,78,A36,A37
8343,V6,40,A26,A38
8344,V8,23,A4,A32
8345,V1,40,A36,A43
8346,V2,87,A6,A34
8347,V10,69,A2,A34
8348,V2,75,A41,A50
8349,V6,85,A24,A41
8350,V10,77,A6,A36
8351,V8,58,A33,A49
8352,V9,57,A20,A23
8353,V6,84,A19,A43
8354,V5,90,A48,A50
8355,V4,23,A11,A22
8356,V10,78,A44,A47
8357,V3,83,A38,A48
8358,V10,38,A36,A50
8359,V9,20,A46,A49
8360,V1,42,A8,A35
8361,V6,33,A41,A46
8362,V1,26,A32,A42
8363,V9,33,A40,A46
8364,V2,28,A13,A32
8365,V8,77,A44,A50
8366,V5,56,A19,A39
8367,V7,82,A36,A37
8368,V4,98,A36,A41
8369,V9,89,A39,A48
8370,V6,36,A44,A50
8371,V7,53,A33,A34
8372,V8,22,A31,A43
8373,V3,55,A31,A47
8374,V2,33,A33,A49
8375,V2,55,A39,A49
8376,V2,53,A5,A25
8377,V8,67,A13,A24
8378,V3,51,A22,A40
8379,V7,75,A47,A48
8380,V1,79,A26,A35
8381,V3,36,A36,A44
8382,V3,96,A20,A40
8383,V10,28,A12,A35
8384,V6,60,A49,A50
8385,V2,63,A17,A49
8386,V3,48,A48,A50
8387,V5,64,A29,A42
8388,V1,59,A37,A40
8389,V7,34,A20,A49
8390,V6,57,A6,A36
8391,V9,28,A25,A41
8392,V2,64,A18,A47
8393,V1,67,A35,A42
8394,V10,82,A45,A49
8395,V9,84,A13,A20
8396,V3,80,A23,A38
8397,V2,88,A12,A13
8398,V3,58,A15,A43
8399,V1,77,A35,A46
8400,V5,91,A18,A33
8401,V3,39,A45,A48
8402,V2,36,A10,A25
8403,V6,95,A20,A26
8404,V7,97,A43,A46
8405,V9,24,A8,A41
8406,V10,54,A47,A50
8407,V9,74,A3,A46
8408,V1,21,A7,A26
8409,V7,74,A20,A37
8410,V8,89,A26,A45
8411,V9,28,A9,A28
8412,V4,21,A21,A36
8413,V7,48,A18,A21
8414,V4,40,A20,A45
8415,V8,80,A12,A15
8416,V4,22,A38,A43
8417,V10,90,A33,A48
8418,V3,79,A1,A6
8419,V10,68,A1,A5
8420,V2,41,A22,A34
8421,V1,78,A25,A34
8422,V6,91,A22,A46
8423,V1,33,A31,A33
8424,V10,31,A34,A41
8425,V8,58,A8,A26
8426,V8,65,A23,A33
8427,V3,68,A46,A48
8428,V1,52,A28,A44
8429,V8,47,A20,A44
8430,V3,50,A27,A50
8431,V5,49,A15,A34
8432,V2,92,A36,A50
8433,V2,84,A25,A45
8434,V1,88,A22,A25
8435,V4,50,A31,A47
8436,V8,96,A23,A50
8437,V9,28,A13,A17
8438,V5,82,A33,A39
8439,V5,38,A36,A45
8440,V3,53,A34,A40
8441,V3,62,A7,A35
8442,V4,46,A46,A50
8443,V2,55,A40,A46
8444,V6,55,A25,A33
8445,V2,60,A2,A4
8446,V3,88,A21,A26
8447,V1,42,A40,A41
8448,V3,63,A41,A42
8449,V6,58,A8,A17
8450,V7,79,A18,A25
8451,V10,24,A37,A49
8452,V10,87,A23,A37
8453,V5,43,A46,A49
8454,V7,75,A13,A29
8455,V1,87,A10,A49
8456,V6,62,A15,A25
8457,V9,23,A28,A33
8458,V7,33,A38,A48
8459,V7,47,A10,A44
8460,V8,68,A16,A49
8461,V10,64,A33,A34
8462,V10,52,A3,A37
8463,V6,88,A32,A49
8464,V6,68,A31,A36
8465,V9,53,A6,A46
8466,V10,85,A13,A37
8467,V9,65,A29,A47
8468,V2,39,A47,A50
8469,V6,37,A40,A42
8470,V8,79,A4,A14
8471,V4,81,A24,A44
8472,V9,73,A21,A41
8473,V6,55,A4,A37
8474,V6,93,A26,A37
8475,V7,39,A27,A30
8476,V8,38,A9,A37
8477,V2,58,A9,A31
8478,V4,66,A39,A44
8479,V7,95,A30,A50
8480,V8,50,A1,A18
8481,V9,46,A25,A44
8482,V6,72,A7,A27
8483,V6,47,A31,A41
8484,V3,78,A13,A17
8485,V10,92,A25,A50
8486,V1,99,A41,A48
8487,V4,56,A20,A35
8488,V6,20,A20,A23
8489,V2,41,A25,A41
8490,V5,58,A9,A26
8491,V8,78,A43,A45
8492,V1,91,A3,A15
8493,V9,82,A45,A48
8494,V7,86,A24,A38
8495,V7,24,A3,A42
8496,V1,30,A42,A47
8497,V3,80,A43,A45
8498,V7,34,A10,A27
8499,V4,63,A6,A36
8500,V10,90,A25,A39
8501,V9,76,A41,A44
8502,V5,77,A38,A41
8503,V1,34,A36,A49
8504,V7,58,A42,A48
8505,V8,42,A4,A14
8506,V8,64,A26,A45
8507,V8,90,A29,A50
8508,V9,58,A1,A33
8509,V5,72,A10,A42
8510,V6,70,A1,A6
8511,V6,31,A25,A48
8512,V7,86,A12,A49
8513,V5,37,A33,A35
8514,V1,49,A12,A16
8515,V2,83,A11,A36
8516,V6,86,A14,A39
8517,V3,89,A46,A48
8518,V9,92,A42,A50
8519,V7,45,A2,A13
8520,V7,47,A30,A50
8521,V4,79,A49,A50
8522,V10,31,A46,A48
8523,V9,32,A23,A35
8524,V1,82,A48,A50
8525,V8,42,A10,A45
8526,V3,94,A9,A44
8527,V10,42,A35,A43
8528,V7,52,A4,A34
8529,V4,40,A7,A47
8530,V8,55,A3,A17
8531,V1,78,A11,A17
8532,V1,43,A49,A50
8533,V8,49,A46,A49
8534,V2,88,A4,A26
8535,V1,52,A14,A38
8536,V7,33,A34,A39
8537,V2,28,A17,A47
8538,V10,54,A7,A50
8539,V5,32,A10,A42
8540,V4,62,A26,A50
8541,V3,84,A42,A47
8542,V5,89,A18,A29
8543,V4,46,A13,A48
8544,V10,97,A46,A47
8545,V6,46,A44,A49
8546,V3,34,A6,A26
8547,V3,36,A32,A36
8548,V4,44,A32,A43
8549,V10,81,A3,A32
8550,V5,84,A23,A38
8551,V6,76,A30,A36
8552,V1,25,A46,A47
8553,V2,36,A14,A30
8554,V7,30,A31,A32
8555,V6,88,A39,A40
8556,V9,75,A44,A46
8557,V10,95,A31,A45
8558,V5,64,A21,A36
8559,V7,58,A23,A50
8560,V4,33,A18,A38
8561,V9,59,A26,A50
8562,V4,57,A8,A19
8563,V10,93,A25,A31
8564,V1,76,A29,A44
8565,V8,46,A15,A43
8566,V6,87,A4,A23
8567,V9,95,A29,A44
8568,V3,39,A9,A26
8569,V6,66,A19,A45
8570,V4,30,A41,A43
8571,V3,78,A42,A48
8572,V5,48,A11,A47
8573,V5,26,A3,A47
8574,V6,56,A27,A42
8575,V9,57,A39,A44
8576,V8,31,A10,A47
8577,V3,68,A21,A26
8578,V7,62,A43,A44
8579,V3,23,A8,A46
8580,V1,28,A13,A20
8581,V1,37,A5,A24
8582,V9,44,A12,A39
8583,V4,78,A10,A47
8584,V2,81,A32,A41
8585,V10,86,A15,A46
8586,V6,99,A43,A45
8587,V4,52,A44,A48
8588,V7,37,A2,A8
8589,V8,79,A3,A50
8590,V6,79,A19,A36
8591,V4,45,A16,A25
8592,V5,84,A10,A22
8593,V7,65,A20,A38
8594,V2,35,A6,A47
8595,V1,97,A41,A45
8596,V9,53,A43,A49
