Id,VehicleType,RemainingBatteryPercentage,EntryPoint,ExitPoint
23718,V7,65,A5,A29
23719,V10,55,A18,A40
23720,V12,36,A33,A54
23721,V20,97,A43,A66
23722,V3,60,A15,A19
23723,V6,42,A8,A57
23724,V3,98,A51,A74
23725,V2,20,A29,A56
23726,V1,49,A7,A22
23727,V12,32,A10,A41
23728,V17,97,A63,A67
23729,V16,77,A69,A73
23730,V12,94,A63,A71
23731,V2,64,A43,A53
23732,V10,66,A16,A30
23733,V12,30,A18,A43
23734,V4,99,A27,A42
23735,V5,75,A19,A53
23736,V12,72,A65,A69
23737,V7,29,A55,A72
23738,V19,35,A73,A74
23739,V16,94,A1,A36
23740,V12,67,A23,A62
23741,V17,99,A26,A54
23742,V3,35,A37,A56
23743,V5,95,A58,A64
23744,V16,49,A33,A73
23745,V9,30,A15,A21
23746,V16,35,A1,A52
23747,V9,43,A26,A38
23748,V15,56,A38,A57
23749,V10,23,A21,A70
23750,V9,54,A35,A45
23751,V5,23,A12,A40
23752,V5,72,A57,A60
23753,V8,82,A43,A48
23754,V2,48,A50,A68
23755,V9,50,A15,A52
23756,V19,93,A61,A64
23757,V19,55,A22,A61
23758,V9,34,A65,A67
23759,V12,29,A36,A45
23760,V1,69,A54,A56
23761,V18,89,A3,A60
23762,V19,39,A56,A57
23763,V8,36,A12,A72
23764,V19,46,A33,A59
23765,V12,47,A53,A71
23766,V5,92,A11,A26
23767,V15,97,A60,A65
23768,V13,90,A10,A36
23769,V3,58,A25,A41
23770,V6,35,A10,A63
23771,V18,58,A19,A20
23772,V2,76,A53,A61
23773,V11,99,A32,A42
23774,V9,25,A12,A71
23775,V1,77,A68,A71
23776,V6,95,A57,A60
23777,V2,51,A65,A75
23778,V11,90,A11,A37
23779,V11,24,A18,A72
23780,V9,42,A28,A46
23781,V16,92,A40,A46
23782,V19,26,A15,A27
23783,V3,69,A28,A57
23784,V4,79,A40,A52
23785,V14,34,A68,A75
23786,V13,29,A28,A53
23787,V6,84,A40,A49
23788,V15,78,A10,A64
23789,V1,75,A32,A34
23790,V15,78,A68,A72
23791,V9,68,A25,A55
23792,V18,78,A67,A73
23793,V6,72,A27,A54
23794,V15,69,A59,A65
23795,V6,75,A35,A46
23796,V2,79,A56,A70
23797,V7,93,A39,A53
23798,V17,44,A63,A68
23799,V7,56,A46,A72
23800,V11,33,A24,A57
23801,V9,32,A18,A27
23802,V14,74,A23,A65
23803,V17,77,A38,A55
23804,V4,52,A63,A71
23805,V19,49,A48,A60
23806,V19,23,A31,A66
23807,V12,44,A59,A73
23808,V19,58,A36,A42
23809,V10,76,A32,A41
23810,V5,32,A52,A54
23811,V15,90,A71,A73
23812,V15,31,A59,A60
23813,V19,22,A22,A52
23814,V1,98,A73,A74
23815,V10,23,A43,A69
23816,V12,58,A20,A22
23817,V16,69,A37,A72
23818,V15,34,A3,A68
23819,V9,56,A47,A69
23820,V9,61,A3,A60
23821,V7,26,A43,A65
23822,V1,93,A27,A57
23823,V12,24,A70,A73
23824,V5,28,A56,A69
23825,V1,33,A43,A51
23826,V14,28,A12,A52
23827,V3,36,A20,A69
23828,V5,34,A7,A23
23829,V20,32,A25,A38
23830,V20,53,A48,A70
23831,V3,25,A9,A40
23832,V18,22,A66,A70
23833,V3,43,A60,A68
23834,V15,76,A48,A49
23835,V3,39,A6,A66
23836,V11,81,A66,A73
23837,V3,83,A31,A51
23838,V17,42,A38,A40
23839,V16,65,A31,A60
23840,V16,61,A61,A71
23841,V4,34,A48,A50
23842,V11,41,A12,A18
23843,V2,55,A73,A75
23844,V3,55,A71,A72
23845,V18,34,A66,A69
23846,V2,84,A31,A56
23847,V19,39,A40,A60
23848,V9,43,A53,A56
23849,V7,55,A44,A68
23850,V9,62,A40,A47
23851,V1,68,A1,A17
23852,V6,32,A2,A7
23853,V19,67,A40,A64
23854,V1,42,A61,A72
23855,V10,46,A55,A63
23856,V19,87,A7,A52
23857,V11,88,A41,A61
23858,V11,31,A2,A5
23859,V11,90,A12,A59
23860,V9,57,A55,A73
23861,V11,65,A24,A52
23862,V15,85,A21,A54
23863,V3,29,A40,A49
23864,V17,55,A63,A72
23865,V4,69,A29,A44
23866,V8,71,A51,A71
23867,V16,68,A26,A43
23868,V10,61,A31,A49
23869,V1,80,A59,A62
23870,V7,25,A6,A69
23871,V19,34,A66,A75
23872,V15,31,A13,A29
23873,V6,76,A50,A68
23874,V8,86,A35,A62
23875,V20,57,A9,A44
23876,V10,97,A9,A48
23877,V16,58,A10,A67
23878,V7,93,A69,A75
23879,V3,40,A35,A66
23880,V8,79,A43,A56
23881,V4,73,A8,A40
23882,V13,77,A51,A57
23883,V3,90,A15,A35
23884,V5,66,A39,A53
23885,V8,70,A46,A52
23886,V17,99,A65,A67
23887,V17,60,A74,A75
23888,V5,80,A6,A7
23889,V17,86,A22,A25
23890,V2,64,A64,A68
23891,V18,65,A60,A62
23892,V3,60,A2,A40
23893,V19,84,A41,A68
23894,V17,89,A69,A74
23895,V20,68,A15,A25
23896,V11,25,A21,A45
23897,V14,63,A44,A60
23898,V4,95,A12,A40
23899,V15,68,A48,A70
23900,V20,68,A71,A73
23901,V15,30,A27,A33
23902,V18,56,A41,A72
23903,V17,86,A13,A74
23904,V6,59,A43,A60
23905,V16,83,A15,A62
23906,V12,74,A10,A57
23907,V15,78,A53,A72
23908,V11,66,A58,A65
23909,V18,80,A19,A32
23910,V18,54,A70,A72
23911,V6,76,A46,A57
23912,V8,40,A7,A28
23913,V1,20,A49,A58
23914,V3,52,A14,A36
23915,V20,73,A68,A70
23916,V13,38,A37,A42
23917,V1,76,A3,A4
23918,V1,72,A64,A67
23919,V8,70,A53,A54
23920,V13,90,A66,A73
23921,V9,69,A72,A74
23922,V14,94,A48,A58
23923,V18,65,A22,A42
23924,V8,55,A7,A22
23925,V20,82,A58,A59
23926,V11,74,A22,A64
23927,V14,49,A7,A44
23928,V18,47,A1,A47
23929,V8,72,A46,A58
23930,V12,48,A33,A48
23931,V16,95,A26,A45
23932,V4,58,A50,A70
23933,V19,28,A6,A38
23934,V6,46,A73,A75
23935,V2,69,A59,A75
23936,V6,87,A27,A43
23937,V4,77,A39,A54
23938,V9,45,A12,A60
23939,V7,82,A18,A54
23940,V3,61,A41,A58
23941,V18,76,A1,A21
23942,V1,84,A36,A51
23943,V14,21,A34,A65
23944,V13,49,A19,A56
23945,V6,89,A55,A72
23946,V8,73,A23,A75
23947,V15,66,A10,A37
23948,V14,22,A45,A56
23949,V5,43,A30,A60
23950,V2,75,A26,A28
23951,V10,92,A45,A60
23952,V13,94,A30,A49
23953,V7,24,A74,A75
23954,V19,73,A18,A48
23955,V11,25,A73,A75
23956,V13,97,A53,A73
23957,V9,73,A15,A23
23958,V20,21,A72,A73
23959,V18,34,A9,A69
23960,V5,21,A71,A72
23961,V3,90,A59,A69
23962,V6,55,A45,A74
23963,V11,91,A56,A75
23964,V12,92,A15,A39
23965,V15,87,A47,A65
23966,V18,55,A4,A10
23967,V10,52,A50,A64
23968,V17,39,A11,A40
23969,V11,32,A8,A12
23970,V19,57,A40,A46
23971,V20,63,A14,A74
23972,V13,41,A50,A72
23973,V8,93,A46,A51
23974,V11,52,A15,A71
23975,V5,59,A8,A67
23976,V13,60,A35,A64
23977,V17,61,A49,A55
23978,V6,40,A17,A52
23979,V11,25,A51,A66
23980,V19,60,A51,A64
23981,V19,51,A6,A56
23982,V20,22,A37,A39
23983,V4,59,A39,A64
23984,V2,79,A13,A63
23985,V12,87,A15,A17
23986,V7,57,A42,A68
23987,V15,36,A7,A29
23988,V3,89,A65,A70
23989,V19,85,A61,A69
23990,V20,27,A32,A54
23991,V13,56,A20,A31
23992,V1,56,A37,A45
23993,V15,69,A16,A17
23994,V5,24,A23,A62
23995,V10,51,A60,A68
23996,V17,49,A31,A34
23997,V9,73,A36,A70
23998,V1,28,A55,A57
23999,V12,41,A4,A9
24000,V4,28,A57,A64
24001,V7,72,A42,A71
24002,V7,56,A20,A22
24003,V17,61,A22,A29
24004,V11,66,A1,A56
24005,V8,54,A32,A70
24006,V14,78,A30,A66
24007,V19,78,A4,A68
24008,V3,59,A68,A70
24009,V16,59,A54,A73
24010,V11,95,A24,A33
24011,V4,83,A32,A49
24012,V10,34,A43,A50
24013,V1,90,A27,A68
24014,V2,59,A9,A18
24015,V5,80,A47,A59
24016,V8,54,A47,A53
24017,V11,33,A46,A65
24018,V10,50,A17,A23
24019,V18,65,A9,A47
24020,V4,55,A35,A55
24021,V8,49,A23,A74
24022,V8,36,A62,A69
24023,V16,26,A69,A73
24024,V10,89,A25,A38
24025,V16,85,A50,A63
24026,V20,74,A71,A75
24027,V7,68,A43,A48
24028,V5,21,A22,A48
24029,V2,96,A3,A41
24030,V6,27,A19,A22
24031,V20,73,A39,A54
24032,V6,25,A34,A49
24033,V4,45,A44,A50
24034,V19,40,A50,A68
24035,V18,59,A54,A62
24036,V12,77,A9,A43
24037,V5,97,A48,A56
24038,V16,42,A60,A75
24039,V13,48,A45,A61
24040,V7,36,A11,A44
24041,V3,76,A38,A74
24042,V20,67,A57,A66
24043,V13,29,A51,A62
24044,V10,45,A66,A74
24045,V2,39,A29,A32
24046,V14,79,A32,A70
24047,V13,76,A68,A74
24048,V7,90,A56,A59
24049,V6,47,A15,A37
24050,V6,67,A55,A59
24051,V6,55,A66,A69
24052,V1,58,A54,A58
24053,V3,59,A33,A65
24054,V10,22,A69,A73
24055,V16,73,A20,A22
24056,V18,68,A45,A68
24057,V5,20,A35,A72
24058,V6,88,A8,A55
24059,V8,76,A30,A72
24060,V3,50,A64,A71
24061,V4,55,A13,A32
24062,V16,57,A38,A39
24063,V1,32,A26,A58
24064,V12,91,A54,A74
24065,V5,78,A48,A69
24066,V20,25,A26,A66
24067,V10,20,A14,A31
24068,V1,28,A60,A75
24069,V5,94,A8,A30
24070,V17,26,A47,A68
24071,V18,60,A10,A55
24072,V13,58,A24,A54
24073,V16,34,A13,A17
24074,V18,36,A22,A59
24075,V6,55,A13,A16
24076,V16,23,A2,A40
24077,V6,56,A46,A55
24078,V12,30,A53,A67
24079,V12,34,A17,A67
24080,V18,42,A44,A46
24081,V6,23,A15,A53
24082,V11,29,A52,A57
24083,V8,38,A39,A73
24084,V17,91,A49,A72
24085,V13,35,A17,A21
24086,V9,69,A31,A41
24087,V16,81,A49,A59
24088,V9,59,A15,A73
24089,V11,86,A33,A40
24090,V3,99,A40,A45
24091,V19,78,A28,A34
24092,V15,56,A33,A65
24093,V17,21,A27,A43
24094,V13,64,A33,A66
24095,V5,84,A66,A69
24096,V10,97,A50,A63
24097,V19,71,A52,A72
24098,V13,94,A46,A60
24099,V5,98,A46,A71
24100,V19,94,A2,A15
24101,V16,80,A60,A62
24102,V10,56,A20,A51
24103,V13,57,A38,A57
24104,V15,58,A8,A55
24105,V13,55,A58,A70
24106,V15,96,A6,A60
24107,V17,55,A14,A68
24108,V16,98,A19,A48
24109,V8,31,A22,A68
24110,V5,59,A8,A73
24111,V2,53,A33,A49
24112,V19,53,A51,A72
24113,V2,70,A2,A60
24114,V17,49,A32,A38
24115,V2,41,A51,A71
24116,V14,30,A60,A74
24117,V9,97,A32,A46
24118,V12,99,A72,A75
24119,V19,66,A49,A54
24120,V14,53,A25,A62
24121,V13,53,A6,A10
24122,V1,32,A65,A67
24123,V16,65,A41,A64
24124,V9,78,A58,A69
24125,V19,99,A38,A62
24126,V19,37,A34,A72
24127,V4,41,A11,A21
24128,V16,37,A22,A54
24129,V5,77,A45,A59
24130,V4,77,A12,A34
24131,V7,60,A4,A15
24132,V5,98,A39,A75
24133,V1,42,A41,A56
24134,V20,63,A65,A73
24135,V3,77,A44,A66
24136,V14,53,A64,A65
24137,V19,44,A50,A51
24138,V18,86,A39,A46
24139,V8,36,A70,A75
24140,V9,70,A59,A62
24141,V12,34,A6,A29
24142,V3,21,A64,A72
24143,V16,48,A61,A67
24144,V19,42,A72,A74
24145,V4,35,A11,A19
24146,V20,27,A65,A73
24147,V13,46,A57,A63
24148,V10,90,A4,A27
24149,V5,88,A2,A26
24150,V19,37,A29,A45
24151,V15,56,A32,A44
24152,V3,84,A49,A58
24153,V8,83,A70,A71
24154,V14,64,A49,A51
24155,V9,38,A53,A67
24156,V10,75,A55,A64
24157,V14,45,A2,A19
24158,V17,45,A58,A66
24159,V14,40,A61,A62
24160,V17,20,A26,A58
24161,V11,43,A32,A75
24162,V8,81,A44,A71
24163,V17,33,A3,A58
24164,V5,34,A58,A68
24165,V15,87,A46,A63
24166,V12,79,A63,A73
24167,V13,39,A69,A70
24168,V13,95,A23,A41
24169,V1,44,A29,A61
24170,V20,50,A72,A74
24171,V2,81,A12,A48
24172,V17,64,A43,A70
24173,V8,90,A70,A72
24174,V2,29,A55,A59
24175,V18,54,A25,A43
24176,V16,40,A62,A74
24177,V16,42,A4,A6
24178,V9,71,A37,A55
24179,V5,30,A36,A57
24180,V7,82,A18,A41
24181,V20,91,A44,A62
24182,V15,65,A25,A47
24183,V17,69,A37,A45
24184,V3,72,A5,A40
24185,V1,58,A20,A36
24186,V14,57,A3,A74
24187,V13,57,A35,A47
24188,V17,29,A17,A72
24189,V18,41,A39,A73
24190,V10,20,A52,A66
24191,V15,76,A60,A66
24192,V1,42,A67,A75
24193,V8,61,A6,A74
24194,V5,62,A20,A36
24195,V2,94,A67,A75
24196,V3,68,A56,A73
24197,V16,47,A26,A66
24198,V19,45,A36,A41
24199,V7,96,A10,A21
24200,V3,77,A5,A9
24201,V14,47,A23,A37
24202,V2,46,A54,A56
24203,V10,75,A29,A59
24204,V5,72,A28,A74
24205,V15,85,A46,A65
24206,V8,40,A29,A68
24207,V10,58,A21,A64
24208,V6,90,A44,A55
24209,V19,85,A59,A60
24210,V5,57,A11,A42
24211,V11,79,A74,A75
24212,V15,51,A31,A57
24213,V16,37,A58,A60
24214,V16,69,A5,A18
24215,V6,20,A23,A26
24216,V8,39,A60,A67
24217,V14,84,A54,A60
24218,V11,95,A34,A53
24219,V13,95,A10,A54
24220,V13,52,A61,A74
24221,V8,55,A7,A19
24222,V3,72,A57,A59
24223,V7,46,A4,A71
24224,V15,69,A38,A60
24225,V18,42,A27,A66
24226,V10,33,A69,A71
24227,V12,55,A18,A57
24228,V15,30,A6,A70
24229,V9,53,A55,A68
24230,V17,73,A53,A55
24231,V4,59,A54,A75
24232,V9,36,A17,A21
24233,V12,73,A52,A74
24234,V1,54,A74,A75
24235,V17,23,A69,A75
24236,V8,73,A33,A65
24237,V19,24,A4,A31
24238,V4,71,A2,A65
24239,V2,51,A12,A38
24240,V20,76,A35,A51
24241,V12,45,A25,A47
24242,V17,49,A16,A59
24243,V12,34,A37,A50
24244,V8,41,A47,A64
24245,V3,93,A6,A45
24246,V18,21,A3,A9
24247,V7,71,A65,A70
24248,V6,73,A14,A27
24249,V11,78,A44,A65
24250,V17,91,A56,A57
24251,V8,29,A28,A52
24252,V10,39,A18,A44
24253,V1,74,A35,A44
24254,V18,22,A7,A13
24255,V2,96,A47,A55
24256,V8,32,A46,A61
24257,V5,92,A34,A68
24258,V19,84,A58,A70
24259,V1,66,A65,A70
24260,V10,69,A62,A65
24261,V8,21,A52,A61
24262,V2,50,A58,A72
24263,V14,73,A29,A64
24264,V11,33,A19,A39
24265,V5,55,A24,A74
24266,V10,41,A9,A44
24267,V15,34,A43,A64
24268,V1,39,A29,A51
24269,V2,52,A39,A75
24270,V5,90,A56,A65
24271,V14,90,A36,A39
24272,V8,22,A59,A70
24273,V18,92,A54,A70
24274,V13,41,A9,A18
24275,V5,27,A73,A74
24276,V16,43,A45,A59
24277,V8,55,A54,A73
24278,V8,58,A49,A66
24279,V13,69,A73,A75
24280,V18,93,A56,A71
24281,V15,62,A1,A24
24282,V2,28,A55,A65
24283,V7,84,A37,A59
24284,V17,30,A53,A62
24285,V19,90,A14,A64
24286,V18,77,A46,A52
24287,V1,68,A7,A56
24288,V10,86,A51,A59
24289,V7,40,A12,A34
24290,V7,74,A21,A30
24291,V4,25,A33,A39
24292,V11,95,A54,A57
24293,V3,37,A72,A73
24294,V5,91,A30,A54
24295,V19,78,A72,A74
24296,V19,36,A37,A46
24297,V13,51,A7,A61
24298,V5,34,A3,A9
24299,V16,64,A13,A72
24300,V6,72,A62,A63
24301,V15,48,A64,A75
24302,V12,61,A44,A52
24303,V13,49,A23,A42
24304,V11,67,A8,A16
24305,V16,58,A12,A55
24306,V15,59,A6,A20
24307,V8,23,A55,A74
24308,V12,21,A2,A37
24309,V10,86,A44,A64
24310,V7,42,A8,A36
24311,V17,91,A64,A65
24312,V16,88,A20,A33
24313,V8,32,A7,A26
24314,V13,65,A63,A73
24315,V11,90,A34,A62
24316,V17,40,A73,A74
24317,V5,91,A24,A48
24318,V11,58,A7,A35
24319,V17,23,A38,A55
24320,V6,69,A40,A48
24321,V20,73,A11,A37
24322,V20,39,A19,A67
24323,V16,37,A14,A28
24324,V16,47,A21,A41
24325,V8,27,A10,A37
24326,V7,37,A63,A72
24327,V5,59,A7,A47
24328,V15,99,A18,A44
24329,V3,41,A14,A68
24330,V20,29,A1,A70
24331,V3,71,A25,A71
24332,V14,47,A72,A75
24333,V10,89,A9,A27
24334,V5,36,A4,A7
24335,V13,91,A2,A6
24336,V12,27,A25,A30
24337,V14,41,A68,A70
24338,V10,73,A40,A49
24339,V16,83,A63,A71
24340,V9,77,A69,A73
24341,V15,70,A54,A56
24342,V18,22,A50,A58
24343,V13,44,A33,A45
24344,V17,38,A58,A75
24345,V12,74,A38,A55
24346,V12,72,A49,A64
24347,V7,97,A51,A57
24348,V18,63,A55,A68
24349,V15,80,A71,A75
24350,V7,20,A63,A70
24351,V2,54,A73,A74
24352,V10,93,A45,A46
24353,V16,49,A66,A71
24354,V16,45,A6,A17
24355,V18,55,A49,A72
24356,V5,99,A37,A48
24357,V10,64,A72,A74
24358,V9,93,A53,A62
24359,V16,53,A10,A39
24360,V11,39,A10,A61
24361,V20,84,A23,A34
24362,V13,90,A44,A52
24363,V1,32,A23,A25
24364,V4,45,A33,A67
24365,V12,85,A73,A74
24366,V9,75,A39,A53
24367,V15,78,A64,A75
24368,V10,82,A44,A52
24369,V4,67,A74,A75
24370,V6,75,A47,A59
24371,V17,82,A23,A65
24372,V15,72,A22,A30
24373,V2,98,A57,A64
24374,V14,76,A18,A52
24375,V19,54,A73,A74
24376,V8,60,A40,A66
24377,V1,90,A23,A27
24378,V5,68,A10,A12
24379,V11,50,A25,A63
24380,V9,72,A62,A71
24381,V15,25,A34,A43
24382,V16,36,A57,A66
24383,V18,24,A36,A74
24384,V20,72,A62,A66
24385,V3,28,A65,A72
24386,V20,95,A73,A75
24387,V18,44,A20,A23
24388,V17,54,A64,A66
24389,V11,99,A27,A74
24390,V14,26,A30,A46
24391,V16,90,A58,A67
24392,V2,94,A25,A39
24393,V11,27,A60,A73
24394,V3,71,A44,A72
24395,V13,23,A26,A69
24396,V4,83,A17,A73
24397,V10,98,A6,A12
24398,V16,48,A45,A60
24399,V14,48,A53,A61
24400,V4,20,A10,A11
24401,V17,57,A13,A72
24402,V20,34,A65,A68
24403,V17,90,A27,A49
24404,V15,64,A24,A50
24405,V6,84,A38,A72
24406,V19,77,A22,A37
24407,V1,59,A32,A57
24408,V15,29,A62,A68
24409,V4,87,A64,A71
24410,V11,20,A23,A52
24411,V20,86,A4,A7
24412,V5,40,A23,A67
24413,V12,46,A47,A67
24414,V7,20,A50,A57
24415,V9,69,A22,A39
24416,V13,70,A29,A55
24417,V19,45,A13,A65
24418,V18,95,A13,A63
24419,V7,21,A63,A65
24420,V2,30,A27,A68
24421,V10,35,A57,A58
24422,V7,96,A45,A63
24423,V17,40,A66,A68
24424,V17,79,A3,A43
24425,V1,49,A7,A24
24426,V16,66,A15,A50
24427,V20,64,A51,A67
24428,V19,54,A22,A68
24429,V19,55,A27,A64
24430,V17,87,A25,A55
24431,V20,84,A9,A23
24432,V8,41,A24,A61
24433,V3,97,A53,A67
24434,V6,47,A56,A69
24435,V12,63,A37,A56
24436,V11,99,A72,A75
24437,V14,53,A52,A63
24438,V18,22,A12,A62
24439,V5,42,A28,A75
24440,V14,58,A69,A71
24441,V3,61,A43,A63
24442,V10,37,A53,A61
24443,V15,91,A68,A74
24444,V1,52,A2,A25
24445,V19,47,A64,A73
24446,V4,95,A6,A26
24447,V17,41,A66,A73
24448,V13,78,A9,A62
24449,V16,90,A53,A72
24450,V2,42,A34,A70
24451,V7,63,A4,A20
24452,V16,74,A71,A73
24453,V18,68,A37,A74
24454,V20,80,A63,A75
24455,V11,83,A65,A66
24456,V12,96,A53,A66
24457,V17,80,A26,A30
24458,V1,68,A6,A13
24459,V2,90,A33,A55
24460,V12,44,A10,A59
24461,V3,79,A37,A56
24462,V7,25,A62,A63
24463,V20,76,A17,A40
24464,V5,21,A50,A51
24465,V5,78,A31,A32
24466,V5,88,A47,A54
24467,V19,22,A55,A71
24468,V11,48,A10,A63
24469,V3,54,A36,A48
24470,V10,77,A3,A67
24471,V11,60,A27,A44
24472,V1,37,A29,A56
24473,V11,77,A6,A41
24474,V12,21,A4,A29
24475,V12,51,A51,A58
24476,V20,70,A5,A36
24477,V10,29,A67,A74
24478,V17,99,A67,A73
24479,V19,61,A26,A27
24480,V9,59,A64,A69
24481,V8,54,A52,A59
24482,V4,35,A61,A65
24483,V16,26,A70,A72
24484,V7,55,A12,A66
24485,V13,77,A65,A66
24486,V12,26,A40,A47
24487,V19,35,A41,A42
24488,V3,33,A32,A73
24489,V3,31,A16,A60
24490,V19,63,A22,A29
24491,V13,77,A38,A52
24492,V2,93,A30,A34
24493,V20,36,A6,A55
24494,V19,40,A39,A65
24495,V4,86,A4,A18
24496,V12,26,A20,A61
24497,V11,52,A13,A14
24498,V17,20,A72,A74
24499,V17,58,A68,A70
24500,V4,80,A24,A27
24501,V18,84,A68,A70
24502,V4,56,A73,A75
24503,V12,68,A36,A69
24504,V14,50,A15,A24
24505,V20,91,A21,A28
24506,V15,39,A71,A74
24507,V6,57,A46,A49
24508,V5,56,A5,A41
24509,V19,45,A11,A74
24510,V11,36,A30,A55
24511,V4,67,A49,A64
24512,V18,97,A30,A55
24513,V2,45,A2,A47
24514,V12,80,A62,A74
24515,V10,77,A11,A35
24516,V7,88,A55,A65
24517,V9,97,A39,A40
24518,V5,75,A50,A51
24519,V19,71,A63,A71
24520,V3,86,A38,A42
24521,V7,70,A6,A24
24522,V15,81,A26,A27
24523,V5,63,A24,A71
24524,V15,23,A29,A71
24525,V14,20,A51,A73
24526,V10,21,A38,A52
24527,V18,38,A37,A69
24528,V13,65,A13,A66
24529,V18,74,A7,A73
24530,V17,58,A74,A75
24531,V13,24,A61,A64
24532,V8,23,A68,A73
24533,V2,64,A58,A68
24534,V14,28,A55,A68
24535,V7,46,A60,A70
24536,V1,85,A23,A39
24537,V3,88,A57,A67
24538,V16,43,A10,A17
24539,V3,42,A17,A54
24540,V2,81,A38,A70
24541,V8,32,A11,A29
24542,V4,33,A32,A37
24543,V6,93,A14,A20
24544,V4,23,A36,A59
24545,V3,33,A49,A51
24546,V17,51,A27,A33
24547,V12,71,A63,A71
24548,V7,52,A23,A70
24549,V12,46,A6,A27
24550,V11,88,A42,A50
24551,V15,91,A68,A75
24552,V13,54,A23,A42
24553,V7,75,A13,A24
24554,V15,57,A3,A41
24555,V1,72,A20,A66
24556,V10,54,A39,A41
24557,V5,76,A1,A25
24558,V16,93,A7,A43
24559,V5,71,A25,A40
24560,V20,55,A47,A73
24561,V19,30,A68,A75
24562,V16,95,A34,A71
24563,V18,81,A12,A73
24564,V4,31,A17,A56
24565,V3,44,A8,A44
24566,V9,50,A23,A31
24567,V12,54,A62,A66
24568,V12,45,A65,A74
24569,V1,79,A41,A70
24570,V17,35,A12,A62
24571,V7,96,A18,A73
24572,V4,66,A27,A28
24573,V15,91,A52,A69
24574,V12,66,A23,A43
24575,V19,80,A11,A19
24576,V11,90,A3,A10
24577,V19,26,A17,A72
24578,V7,31,A73,A74
24579,V4,34,A35,A65
24580,V8,99,A40,A60
24581,V1,48,A27,A33
24582,V1,64,A37,A40
24583,V15,79,A15,A24
24584,V6,49,A64,A75
24585,V1,94,A27,A54
24586,V13,54,A12,A50
24587,V8,70,A35,A36
24588,V6,28,A2,A12
24589,V19,47,A63,A75
24590,V17,48,A36,A47
24591,V2,90,A29,A63
24592,V11,56,A32,A56
24593,V19,53,A52,A56
24594,V16,49,A74,A75
24595,V4,29,A56,A61
24596,V19,69,A29,A56
24597,V16,72,A48,A54
24598,V15,97,A26,A44
24599,V5,93,A45,A65
24600,V16,53,A10,A18
24601,V20,82,A54,A72
24602,V14,85,A3,A26
24603,V13,50,A7,A71
24604,V14,91,A13,A52
24605,V3,71,A31,A75
24606,V17,31,A23,A74
24607,V8,62,A70,A74
24608,V20,66,A35,A65
24609,V7,69,A38,A70
24610,V19,50,A33,A74
24611,V10,31,A32,A49
24612,V14,44,A55,A59
24613,V17,53,A74,A75
24614,V20,85,A19,A31
24615,V1,80,A54,A55
24616,V3,94,A41,A72
24617,V8,43,A4,A69
24618,V2,23,A41,A45
24619,V18,54,A38,A60
24620,V18,68,A25,A75
24621,V15,55,A35,A55
24622,V2,38,A69,A70
24623,V5,51,A27,A66
24624,V8,27,A42,A53
24625,V5,66,A59,A60
24626,V12,67,A15,A51
24627,V14,90,A45,A48
24628,V4,91,A5,A61
24629,V10,76,A24,A27
24630,V16,90,A73,A74
24631,V3,48,A6,A18
24632,V11,22,A67,A70
24633,V10,78,A41,A54
24634,V8,38,A54,A72
24635,V18,72,A63,A73
24636,V16,70,A15,A62
24637,V2,95,A18,A43
24638,V19,58,A54,A71
24639,V8,87,A53,A69
24640,V6,86,A40,A47
24641,V11,29,A50,A56
24642,V3,65,A56,A73
24643,V12,62,A57,A72
24644,V5,72,A8,A25
24645,V20,71,A50,A65
24646,V10,79,A20,A74
24647,V3,87,A23,A36
24648,V14,38,A11,A31
24649,V3,36,A54,A64
24650,V18,33,A60,A73
24651,V10,25,A16,A44
24652,V14,42,A35,A65
24653,V20,50,A31,A32
24654,V13,70,A19,A61
24655,V19,98,A30,A32
24656,V18,79,A3,A22
24657,V1,87,A73,A75
24658,V6,58,A21,A25
24659,V7,39,A45,A65
24660,V5,55,A15,A55
24661,V11,78,A43,A67
24662,V15,73,A7,A68
24663,V2,49,A74,A75
24664,V9,34,A14,A24
24665,V4,82,A6,A13
24666,V16,57,A59,A66
24667,V8,50,A42,A43
24668,V10,77,A5,A67
24669,V14,34,A37,A45
24670,V13,55,A45,A46
24671,V9,36,A21,A22
24672,V17,85,A63,A66
24673,V20,62,A4,A28
24674,V13,38,A25,A67
24675,V17,64,A34,A43
24676,V16,77,A11,A25
24677,V5,35,A11,A45
24678,V16,27,A15,A62
24679,V15,28,A9,A42
24680,V5,87,A31,A61
24681,V6,67,A43,A73
24682,V15,22,A26,A72
24683,V13,99,A1,A35
24684,V5,96,A33,A45
24685,V1,82,A50,A51
24686,V8,35,A22,A58
24687,V18,88,A35,A53
24688,V20,54,A13,A63
24689,V13,36,A74,A75
24690,V7,80,A3,A8
24691,V11,43,A18,A28
24692,V2,51,A7,A24
24693,V16,72,A33,A73
24694,V19,23,A39,A44
24695,V5,27,A17,A61
24696,V14,95,A5,A61
24697,V5,35,A14,A61
24698,V1,75,A3,A49
24699,V9,21,A66,A70
24700,V10,89,A73,A75
24701,V11,32,A26,A46
24702,V10,21,A29,A55
24703,V8,53,A60,A61
24704,V17,51,A71,A73
24705,V11,28,A28,A59
24706,V16,66,A64,A65
24707,V15,36,A74,A75
24708,V3,89,A21,A42
24709,V17,26,A38,A56
24710,V20,95,A1,A69
24711,V4,78,A55,A58
24712,V12,83,A65,A71
24713,V7,28,A25,A71
24714,V14,35,A57,A68
